id,satisfaction,satisfaction score,voice of customer
4969,neutral or dissatisfied,4,I experienced a lack of fresh and healthy food options onboard.
4975,neutral or dissatisfied,4,NIL
4995,neutral or dissatisfied,4,I encountered a delay in receiving my requested special dietary meal.
4996,neutral or dissatisfied,4,NIL
5008,neutral or dissatisfied,3,NIL
5009,neutral or dissatisfied,4,NIL
5028,neutral or dissatisfied,4,NIL
5044,neutral or dissatisfied,3,NIL
5047,neutral or dissatisfied,3,NIL
5053,neutral or dissatisfied,4,NIL
5065,neutral or dissatisfied,4,The cabin had an unpleasant and unclean smell.
5070,neutral or dissatisfied,3,NIL
5075,neutral or dissatisfied,3,"The delayed flight arrival disrupted my plans, and I felt inconvenienced and disappointed."
5078,neutral or dissatisfied,4,I was dissatisfied with the cleanliness of the restrooms.
5081,neutral or dissatisfied,3,"The airline's customer service hotline had long wait times and unhelpful representatives, making it challenging to resolve issues or get assistance."
5082,neutral or dissatisfied,4,How can the airline justify the repeated delays? This is an affront to passengers like me!
5101,neutral or dissatisfied,4,NIL
5112,neutral or dissatisfied,3,NIL
5113,neutral or dissatisfied,4,NIL
5116,neutral or dissatisfied,3,NIL
5122,neutral or dissatisfied,3,NIL
5128,neutral or dissatisfied,4,NIL
5131,neutral or dissatisfied,3,I was disappointed with the lack of compensation for the delayed flight.
5132,neutral or dissatisfied,4,NIL
5151,neutral or dissatisfied,4,NIL
5162,neutral or dissatisfied,3,The airline did not offer any complimentary amenity kits for long-haul flights.
5169,neutral or dissatisfied,3,The flight attendants did not provide clear and accurate information about the flight.
5171,neutral or dissatisfied,3,NIL
5202,neutral or dissatisfied,4,NIL
5212,neutral or dissatisfied,3,NIL
5225,neutral or dissatisfied,3,NIL
5240,neutral or dissatisfied,3,NIL
5244,neutral or dissatisfied,4,NIL
5245,neutral or dissatisfied,3,NIL
5249,neutral or dissatisfied,3,NIL
5250,neutral or dissatisfied,3,NIL
5251,neutral or dissatisfied,3,NIL
5253,neutral or dissatisfied,3,NIL
5255,neutral or dissatisfied,4,NIL
5256,neutral or dissatisfied,4,NIL
5271,neutral or dissatisfied,4,NIL
5294,neutral or dissatisfied,4,NIL
5299,neutral or dissatisfied,4,NIL
5300,neutral or dissatisfied,3,NIL
5309,neutral or dissatisfied,4,NIL
5315,neutral or dissatisfied,3,NIL
5318,neutral or dissatisfied,4,NIL
5361,neutral or dissatisfied,3,NIL
5377,neutral or dissatisfied,3,NIL
5379,neutral or dissatisfied,3,NIL
5408,neutral or dissatisfied,4,NIL
5420,neutral or dissatisfied,3,"I witnessed other passengers gripping their armrests tightly and praying during the turbulence, and the airline did not offer any comforting measures."
5426,neutral or dissatisfied,4,NIL
5443,neutral or dissatisfied,4,NIL
5454,neutral or dissatisfied,3,NIL
5461,neutral or dissatisfied,3,NIL
5474,neutral or dissatisfied,3,NIL
5480,neutral or dissatisfied,4,NIL
5481,neutral or dissatisfied,4,The extended wait for flight arrival was frustrating.
5490,neutral or dissatisfied,3,NIL
5492,neutral or dissatisfied,4,NIL
5495,neutral or dissatisfied,4,NIL
5505,neutral or dissatisfied,4,NIL
5511,neutral or dissatisfied,4,NIL
5516,neutral or dissatisfied,3,NIL
5521,neutral or dissatisfied,3,NIL
5526,neutral or dissatisfied,3,NIL
5534,neutral or dissatisfied,3,NIL
5564,neutral or dissatisfied,4,NIL
5581,neutral or dissatisfied,4,NIL
5587,neutral or dissatisfied,3,NIL
5624,neutral or dissatisfied,4,NIL
5633,neutral or dissatisfied,3,NIL
5643,neutral or dissatisfied,4,NIL
5648,neutral or dissatisfied,4,NIL
5676,neutral or dissatisfied,3,NIL
5688,neutral or dissatisfied,3,I was assigned a cramped seat.
5691,neutral or dissatisfied,4,The customer service agent was uninterested in resolving my issue and did not offer any alternatives.
5692,neutral or dissatisfied,4,NIL
5693,neutral or dissatisfied,4,NIL
5699,neutral or dissatisfied,4,NIL
5725,neutral or dissatisfied,4,NIL
5726,neutral or dissatisfied,3,NIL
5727,neutral or dissatisfied,4,The flight crew lacked professionalism and didn't prioritize customer satisfaction.
5736,neutral or dissatisfied,4,NIL
5744,neutral or dissatisfied,3,NIL
5752,neutral or dissatisfied,3,NIL
5754,neutral or dissatisfied,3,NIL
5758,neutral or dissatisfied,3,NIL
5768,neutral or dissatisfied,3,The customer service representative was unable to provide a satisfactory explanation for the issue.
5769,neutral or dissatisfied,4,NIL
5801,neutral or dissatisfied,3,NIL
5802,neutral or dissatisfied,3,NIL
5817,neutral or dissatisfied,4,NIL
5818,neutral or dissatisfied,3,NIL
5829,neutral or dissatisfied,3,NIL
5841,neutral or dissatisfied,3,NIL
5860,neutral or dissatisfied,4,NIL
5868,neutral or dissatisfied,4,NIL
5870,neutral or dissatisfied,3,NIL
5893,neutral or dissatisfied,3,NIL
5895,neutral or dissatisfied,4,NIL
5900,neutral or dissatisfied,4,NIL
5901,neutral or dissatisfied,3,NIL
5911,neutral or dissatisfied,3,NIL
5915,neutral or dissatisfied,4,The airline's lack of compensation for the delay made the situation worse.
5941,neutral or dissatisfied,3,NIL
5947,neutral or dissatisfied,4,NIL
5959,neutral or dissatisfied,3,NIL
5960,neutral or dissatisfied,4,NIL
5973,neutral or dissatisfied,4,The flight lacked proper accessibility for passengers with mobility challenges.
6000,neutral or dissatisfied,4,NIL
6011,neutral or dissatisfied,4,NIL
6014,neutral or dissatisfied,3,NIL
6021,neutral or dissatisfied,3,NIL
6029,neutral or dissatisfied,3,NIL
6030,neutral or dissatisfied,3,NIL
6036,neutral or dissatisfied,3,NIL
6042,neutral or dissatisfied,4,NIL
6047,neutral or dissatisfied,4,NIL
6059,neutral or dissatisfied,4,NIL
6070,neutral or dissatisfied,3,NIL
6078,neutral or dissatisfied,3,NIL
6098,neutral or dissatisfied,4,NIL
6159,neutral or dissatisfied,4,NIL
6163,neutral or dissatisfied,4,NIL
6166,neutral or dissatisfied,1,The flight attendants were unapproachable and unfriendly.
6168,neutral or dissatisfied,4,NIL
6173,neutral or dissatisfied,3,NIL
6185,neutral or dissatisfied,4,NIL
6204,neutral or dissatisfied,3,NIL
6211,neutral or dissatisfied,4,NIL
6213,neutral or dissatisfied,3,NIL
6216,neutral or dissatisfied,3,NIL
6222,neutral or dissatisfied,4,NIL
6236,neutral or dissatisfied,4,NIL
6237,neutral or dissatisfied,4,NIL
6245,neutral or dissatisfied,3,NIL
6272,neutral or dissatisfied,4,NIL
6273,neutral or dissatisfied,3,NIL
6275,neutral or dissatisfied,4,Inadequate support for passengers with allergies.
6276,neutral or dissatisfied,4,NIL
6284,neutral or dissatisfied,4,The extended delay in flight arrival caused frustration and impacted my itinerary.
6323,neutral or dissatisfied,4,NIL
6346,neutral or dissatisfied,3,NIL
6371,neutral or dissatisfied,4,NIL
6372,neutral or dissatisfied,3,"The airline didn't offer any onboard charging options for electronic devices, limiting passengers' access to power."
6375,neutral or dissatisfied,3,"The airline's ticket rebooking process was convoluted and time-consuming, causing unnecessary stress and inconvenience."
6378,neutral or dissatisfied,3,NIL
6381,neutral or dissatisfied,4,The flight attendant forgot to bring me a requested beverage refill.
6384,neutral or dissatisfied,3,NIL
6385,neutral or dissatisfied,3,The delayed flight arrival caused significant inconvenience for me.
6390,neutral or dissatisfied,3,The prolonged delay in flight arrival disrupted my plans and left me dissatisfied.
6415,neutral or dissatisfied,3,NIL
6421,neutral or dissatisfied,4,NIL
6422,neutral or dissatisfied,4,The staff showed a lack of attention to detail and organizational skills.
6424,neutral or dissatisfied,3,NIL
6425,neutral or dissatisfied,4,NIL
6430,neutral or dissatisfied,3,NIL
6458,neutral or dissatisfied,4,NIL
6467,neutral or dissatisfied,4,NIL
6469,neutral or dissatisfied,4,"The prolonged delay in our flight's departure resulted in a domino effect, causing us to miss connecting flights and disrupting our entire travel itinerary, leaving us stressed and exhausted."
6474,neutral or dissatisfied,3,NIL
6485,neutral or dissatisfied,3,NIL
6510,neutral or dissatisfied,3,NIL
6515,neutral or dissatisfied,4,NIL
6516,neutral or dissatisfied,4,I demand compensation for the departure delay. This is an affront to my plans!
6517,neutral or dissatisfied,3,NIL
6528,neutral or dissatisfied,3,The lavatory waste bins were overflowing and not promptly emptied.
6529,neutral or dissatisfied,3,NIL
6540,neutral or dissatisfied,3,"The onboard entertainment system was faulty and unreliable, providing a subpar experience."
6577,neutral or dissatisfied,4,NIL
6578,neutral or dissatisfied,4,"The turbulence was so intense that it caused turbulence-related injuries, and the airline did not take adequate responsibility."
6586,neutral or dissatisfied,4,I was annoyed by the excessive delay in our flight departure.
6606,neutral or dissatisfied,3,I faced challenges and confusion due to lack of clear signage and directions.
6619,neutral or dissatisfied,4,NIL
6623,neutral or dissatisfied,4,NIL
6626,neutral or dissatisfied,3,NIL
6642,neutral or dissatisfied,4,NIL
6648,neutral or dissatisfied,4,NIL
6650,neutral or dissatisfied,4,NIL
6652,neutral or dissatisfied,3,NIL
6663,neutral or dissatisfied,4,NIL
6694,neutral or dissatisfied,4,NIL
6696,neutral or dissatisfied,4,NIL
6697,neutral or dissatisfied,4,NIL
6707,neutral or dissatisfied,3,NIL
6716,neutral or dissatisfied,4,NIL
6745,neutral or dissatisfied,3,NIL
6785,neutral or dissatisfied,2,NIL
6786,neutral or dissatisfied,3,NIL
6794,neutral or dissatisfied,4,NIL
6801,neutral or dissatisfied,4,NIL
6805,neutral or dissatisfied,3,NIL
6823,neutral or dissatisfied,3,"The airline provided insufficient assistance for passengers with hearing impairments, causing communication difficulties."
6824,neutral or dissatisfied,3,NIL
6826,neutral or dissatisfied,4,NIL
6830,neutral or dissatisfied,4,NIL
6847,neutral or dissatisfied,4,NIL
6857,neutral or dissatisfied,3,I was disappointed with the outdated and insufficient in-flight entertainment options.
6859,neutral or dissatisfied,3,NIL
6860,neutral or dissatisfied,4,NIL
6878,neutral or dissatisfied,3,NIL
6879,neutral or dissatisfied,4,NIL
6891,neutral or dissatisfied,4,NIL
6896,neutral or dissatisfied,4,NIL
6907,neutral or dissatisfied,4,NIL
6912,neutral or dissatisfied,3,NIL
6914,neutral or dissatisfied,4,NIL
6919,neutral or dissatisfied,4,NIL
6924,neutral or dissatisfied,4,NIL
6928,neutral or dissatisfied,3,"The flight was delayed, causing me to miss important events."
6977,neutral or dissatisfied,4,NIL
6988,neutral or dissatisfied,3,NIL
6989,neutral or dissatisfied,3,NIL
6991,neutral or dissatisfied,4,NIL
6993,neutral or dissatisfied,4,"The turbulence was so severe that overhead compartments opened, and bags fell, posing a safety risk to passengers."
7001,neutral or dissatisfied,4,NIL
7022,neutral or dissatisfied,4,The flight was significantly delayed due to a technical issue that could have been avoided.
7046,neutral or dissatisfied,3,"Limited selection of in-flight beverages, leaving passengers with few options."
7080,neutral or dissatisfied,4,NIL
7081,neutral or dissatisfied,3,NIL
7082,neutral or dissatisfied,3,NIL
7086,neutral or dissatisfied,4,NIL
7087,neutral or dissatisfied,4,NIL
7092,neutral or dissatisfied,4,The airline's lack of communication and empathy towards my missed connection caused immense stress and disappointment.
7093,neutral or dissatisfied,4,NIL
7096,neutral or dissatisfied,4,"The condition of the in-flight toilets was unsanitary, and it was unpleasant to use them."
7102,neutral or dissatisfied,4,NIL
7103,neutral or dissatisfied,4,NIL
7106,neutral or dissatisfied,4,NIL
7114,neutral or dissatisfied,4,The online check-in process was frustrating and caused unnecessary stress before my flight.
7118,neutral or dissatisfied,4,The extended delay caused me to miss important engagements.
7120,neutral or dissatisfied,4,NIL
7132,neutral or dissatisfied,3,NIL
7138,neutral or dissatisfied,3,NIL
7174,neutral or dissatisfied,3,The airline did not communicate the revised departure time effectively.
7181,neutral or dissatisfied,4,NIL
7189,neutral or dissatisfied,4,NIL
7191,neutral or dissatisfied,3,NIL
7195,neutral or dissatisfied,3,NIL
7196,neutral or dissatisfied,3,NIL
7197,neutral or dissatisfied,4,NIL
7200,neutral or dissatisfied,4,NIL
7205,neutral or dissatisfied,3,NIL
7212,neutral or dissatisfied,4,NIL
7215,neutral or dissatisfied,4,NIL
7219,neutral or dissatisfied,4,NIL
7224,neutral or dissatisfied,3,NIL
7233,neutral or dissatisfied,3,NIL
7237,neutral or dissatisfied,3,The prolonged delay in flight arrival left me feeling overwhelmed and filled with disappointment.
7241,neutral or dissatisfied,4,NIL
7255,neutral or dissatisfied,3,NIL
7256,neutral or dissatisfied,4,NIL
7260,neutral or dissatisfied,3,NIL
7268,neutral or dissatisfied,3,NIL
7273,neutral or dissatisfied,3,NIL
7279,neutral or dissatisfied,3,NIL
7283,neutral or dissatisfied,4,NIL
7296,neutral or dissatisfied,4,NIL
7306,neutral or dissatisfied,3,NIL
7307,neutral or dissatisfied,3,How can the airline justify the delay in departure? This is an outrage!
7309,neutral or dissatisfied,3,NIL
7323,neutral or dissatisfied,3,NIL
7324,neutral or dissatisfied,4,NIL
7326,neutral or dissatisfied,3,NIL
7327,neutral or dissatisfied,4,NIL
7328,neutral or dissatisfied,3,NIL
7329,neutral or dissatisfied,4,NIL
7341,neutral or dissatisfied,3,NIL
7342,neutral or dissatisfied,4,NIL
7347,neutral or dissatisfied,4,Issues with the online booking system.
7389,neutral or dissatisfied,4,The airline's failure to communicate effectively during the delay added to my frustration.
7420,neutral or dissatisfied,3,NIL
7425,neutral or dissatisfied,3,NIL
7426,neutral or dissatisfied,4,NIL
7427,neutral or dissatisfied,4,NIL
7428,neutral or dissatisfied,3,NIL
7429,neutral or dissatisfied,3,NIL
7431,neutral or dissatisfied,4,"The delayed flight arrival disrupted my plans, and I felt inconvenienced and frustrated."
7469,neutral or dissatisfied,3,NIL
7487,neutral or dissatisfied,3,NIL
7526,neutral or dissatisfied,3,"I found the gate announcements to be inconsistent and lacking important updates, leading to confusion and delays."
7531,neutral or dissatisfied,3,NIL
7534,neutral or dissatisfied,4,NIL
7543,neutral or dissatisfied,3,NIL
7565,neutral or dissatisfied,4,NIL
7574,neutral or dissatisfied,3,NIL
7589,neutral or dissatisfied,3,NIL
7602,neutral or dissatisfied,3,"The airline's online refund request process was confusing and cumbersome, requiring excessive documentation and time."
7619,neutral or dissatisfied,3,I encountered difficulties in receiving timely updates about flight status.
7620,neutral or dissatisfied,4,NIL
7625,neutral or dissatisfied,4,NIL
7645,neutral or dissatisfied,3,NIL
7659,neutral or dissatisfied,4,The flight attendants did not assist with overhead bin space for late-boarding passengers.
7681,neutral or dissatisfied,1,The staff provided unprofessional and unsatisfactory assistance during boarding.
7710,neutral or dissatisfied,4,NIL
7722,neutral or dissatisfied,4,NIL
7724,neutral or dissatisfied,3,NIL
7734,neutral or dissatisfied,4,NIL
7744,neutral or dissatisfied,4,NIL
7755,neutral or dissatisfied,3,NIL
7763,neutral or dissatisfied,3,NIL
7769,neutral or dissatisfied,4,The airline's prices were inflated compared to other carriers offering similar services.
7782,neutral or dissatisfied,3,NIL
7810,neutral or dissatisfied,3,NIL
7815,neutral or dissatisfied,3,NIL
7828,neutral or dissatisfied,3,NIL
7829,neutral or dissatisfied,4,NIL
7830,neutral or dissatisfied,4,NIL
7834,neutral or dissatisfied,3,NIL
7849,neutral or dissatisfied,4,NIL
7850,neutral or dissatisfied,4,NIL
7851,neutral or dissatisfied,4,NIL
7878,neutral or dissatisfied,4,"The airline's in-flight announcements were delivered in a rushed manner, making it difficult to understand and follow the information provided."
7886,neutral or dissatisfied,4,The arrival delay resulted in missed transportation options.
7903,neutral or dissatisfied,3,NIL
7913,neutral or dissatisfied,3,NIL
7916,neutral or dissatisfied,3,NIL
7945,neutral or dissatisfied,3,NIL
7967,neutral or dissatisfied,4,NIL
7976,neutral or dissatisfied,4,"I had a medical appointment upon arrival, but the delay made me reschedule."
8001,neutral or dissatisfied,3,NIL
8082,neutral or dissatisfied,4,NIL
8086,neutral or dissatisfied,3,NIL
8105,neutral or dissatisfied,3,NIL
8112,neutral or dissatisfied,3,NIL
8117,neutral or dissatisfied,3,NIL
