,topic,voice of customer,id,satisfaction,satisfaction score
296,2,"The flight's excessive delay in arrival took an emotional toll on me, leaving me feeling drained.",15601,neutral or dissatisfied,4
297,2,"I had a once-in-a-lifetime opportunity, but the flight delay made me miss it.",15653,neutral or dissatisfied,3
298,-1,"Insufficient support for passengers traveling with pets, making the experience challenging and stressful.",15680,neutral or dissatisfied,4
299,2,The significant delay in flight arrival was a source of distress and frustration for me.,15717,neutral or dissatisfied,4
300,-1,The flight crew failed to enforce social distancing measures during the pandemic.,15722,neutral or dissatisfied,3
301,-1,The excessive delay in flight arrival disrupted my plans and left me feeling stressed and upset.,15742,neutral or dissatisfied,4
302,40,I felt inconvenienced and disappointed by the prolonged wait for flight departure.,15748,neutral or dissatisfied,3
303,28,I experienced difficulties in adding extra baggage to my reservation.,15750,neutral or dissatisfied,3
304,59,The boarding process was delayed due to the airline's inefficient and slow boarding pass distribution procedures.,15790,neutral or dissatisfied,3
305,28,"I encountered difficulties understanding the airline's complex oversized baggage policy, resulting in confusion and additional charges.",15805,neutral or dissatisfied,4
306,18,The flight experienced a lengthy delay without proper explanations.,15837,neutral or dissatisfied,3
307,53,Lack of cleanliness in the cabin created an unhygienic environment.,15928,neutral or dissatisfied,4
308,47,The in-flight Wi-Fi was slow and unreliable.,16008,neutral or dissatisfied,4
309,23,The extended delay created dissatisfaction among passengers.,16027,neutral or dissatisfied,3
310,-1,I encountered challenges in navigating the airport terminals due to poor signage and directions.,16056,neutral or dissatisfied,4
311,2,"I felt a whirlwind of emotions during the long wait for flight departure, from anger to sadness.",16093,neutral or dissatisfied,4
312,13,The airline's pricing structure seemed disproportionate to the value offered.,16195,neutral or dissatisfied,3
313,18,The flight departure was delayed without proper communication.,16237,neutral or dissatisfied,4
314,7,I couldn't help but feel a strong sense of dissatisfaction and emotional distress throughout the entire journey.,16246,neutral or dissatisfied,3
315,0,The flight attendant forgot to bring me requested items.,16414,neutral or dissatisfied,3
316,1,I felt frustrated by the lack of transparency regarding the estimated arrival time.,16449,neutral or dissatisfied,4
317,35,"The flight attendants were unfriendly, impolite, and showed a lack of empathy towards passengers.",16457,neutral or dissatisfied,3
318,31,"The airline provided insufficient support for passengers with medical conditions, compromising their well-being.",16572,neutral or dissatisfied,4
319,64,"The prolonged delay in our flight's arrival meant that I had to spend an entire night at the airport, with no proper facilities or support provided by the airline to make the situation more bearable.",16630,neutral or dissatisfied,3
320,1,"I had chosen this airline for its reputation of timeliness, but the departure delay shattered my confidence in their ability to provide a smooth and reliable travel experience.",16648,neutral or dissatisfied,4
321,11,The delay in arrival caused me to miss an important family milestone. Heartbreaking.,16763,neutral or dissatisfied,3
322,8,I had to rearrange my entire itinerary due to the flight delay. Inconvenient and annoying.,16868,neutral or dissatisfied,4
323,-1,I experienced rude behavior from the ground staff.,16946,neutral or dissatisfied,4
324,13,"The airline did not offer any complimentary amenities, despite the high cost of the ticket.",17026,neutral or dissatisfied,3
325,40,I felt inconvenienced and dissatisfied by the long delay in our flight departure.,17034,neutral or dissatisfied,3
326,61,"There were limited overhead reading lights, making it difficult to read or work during the flight.",17070,neutral or dissatisfied,3
327,0,The food was lackluster and bland.,17074,neutral or dissatisfied,3
328,2,I experienced a rollercoaster of emotions during the long wait for flight departure.,17075,neutral or dissatisfied,3
329,5,I am fuming with anger! The constant delays from this airline have ruined my travel plans!,17076,neutral or dissatisfied,3
330,1,The lack of compensation for the inconvenience caused by the delayed flight disappointed me.,17098,neutral or dissatisfied,3
331,11,"I had a special occasion to attend, but the delay in departure made me miss it.",17105,neutral or dissatisfied,4
332,32,The aircraft's lavatories were not adequately cleaned between flights.,17128,neutral or dissatisfied,4
333,49,"The flight delay caused me to miss a connecting flight, and the airline provided no assistance.",17242,neutral or dissatisfied,3
334,4,The flight had uncomfortable headrests that did not provide proper neck support.,17245,neutral or dissatisfied,4
335,5,The delays from this airline have made me furious! I will never fly with them again!,17257,neutral or dissatisfied,4
336,54,The onboard restrooms were poorly maintained and unhygienic throughout the entire flight.,17331,neutral or dissatisfied,3
337,9,The flight departure was delayed due to technical issues.,17334,neutral or dissatisfied,4
338,11,"The prolonged delay in our flight's arrival caused me to miss a family event that I had been looking forward to, leaving me deeply disappointed and saddened.",17355,neutral or dissatisfied,3
339,3,"The turbulence was so severe that it caused delays in serving meals and drinks, resulting in inconvenience and hunger.",17419,neutral or dissatisfied,4
340,35,The flight attendant was dismissive and showed a lack of empathy towards passenger needs.,17420,neutral or dissatisfied,4
341,9,"The flight arrival was delayed, leading to inconveniences.",17452,neutral or dissatisfied,3
342,19,The flight attendants were slow in providing beverage service.,17590,neutral or dissatisfied,0
343,50,The flight experienced an extended delay on the tarmac.,17704,neutral or dissatisfied,4
344,4,Cramped and uncomfortable seating arrangement.,17741,neutral or dissatisfied,4
345,-1,The extended delay impacted my work and personal commitments.,17760,neutral or dissatisfied,3
346,4,"The airline didn't have enough space for passengers to stretch their legs during the flight, causing discomfort.",17794,neutral or dissatisfied,3
347,26,"Despite the inconvenience caused by the departure delay, the airline provided no compensation or gesture of goodwill to acknowledge the frustration and inconvenience experienced by passengers.",17929,neutral or dissatisfied,4
348,46,Absence of power outlets on the aircraft.,17946,neutral or dissatisfied,4
349,23,The arrival delay resulted in inconvenience and disappointment for passengers.,17998,neutral or dissatisfied,4
350,11,"I was heartbroken by the significant delay in our flight departure, which impacted my special occasion.",18022,neutral or dissatisfied,3
351,0,The airline did not accommodate my special dietary requirements.,18048,neutral or dissatisfied,4
352,11,The flight delay caused me to arrive too late for an important family celebration.,18052,neutral or dissatisfied,3
353,49,"I had a connecting flight, but the delay in arrival made me miss it. Inconvenient.",18070,neutral or dissatisfied,4
354,4,No reclining seats on the flight.,18078,neutral or dissatisfied,3
355,8,The arrival delay disrupted my onward travel arrangements.,18169,neutral or dissatisfied,4
356,2,The extended delay in flight arrival left me feeling disheartened and robbed of valuable time.,18227,neutral or dissatisfied,3
357,1,The lack of transparency regarding the expected departure time made the delay more frustrating.,18244,neutral or dissatisfied,3
358,51,"The flight attendants were unfriendly and unapproachable, making me hesitant to ask for assistance.",18267,neutral or dissatisfied,3
359,33,"The frequent flyer program had limited redemption options, making it difficult to benefit from my earned points.",18349,neutral or dissatisfied,4
360,6,"The in-flight entertainment options were limited, and I was disappointed with the lack of variety.",18505,neutral or dissatisfied,4
